,Feature,Pearson Coefficent Selector,Logistic Regression Selector,Random Forest Selector,Extra Tree Selector,Chi-2 Selector,Forward Feature Selector,Backward Feature Selector,Mutual Info Selector,Factor Analysis Selector,PCA selector,Total
1,HRV_ApEn,True,True,True,True,True,False,True,True,True,True,9
2,HRV_SDNNI1,False,False,True,True,False,True,True,True,False,False,5
3,HRV_GI,True,False,True,True,False,False,False,False,True,True,5
4,HRV_AI,True,False,True,True,False,True,True,False,False,False,5
5,HRV_VLF,False,False,True,True,False,False,True,True,False,False,4
6,HRV_SI,True,True,False,True,False,False,False,True,False,False,4
7,HRV_MFDFA_alpha2_Increment,False,False,False,False,True,False,False,True,True,True,4
8,HRV_MFDFA_alpha2_Fluctuation,True,False,True,False,True,False,False,True,False,False,4
9,HRV_LF,True,True,False,True,True,False,False,False,False,False,4
10,HRV_DFA_alpha2,True,True,True,True,False,False,False,False,False,False,4
11,HRV_RCMSEn,True,False,True,True,False,False,False,False,False,False,3
12,HRV_MFDFA_alpha1_Delta,False,False,False,False,True,True,True,False,False,False,3
13,HRV_Cd,False,False,False,True,False,True,True,False,False,False,3
14,HRV_ShanEn,True,False,False,False,True,False,False,False,False,False,2
15,HRV_SDANN1,False,False,True,False,False,True,False,False,False,False,2
16,HRV_SD1SD2,False,True,False,False,False,False,False,False,True,False,2
17,HRV_S,False,False,False,False,True,False,False,False,True,False,2
18,HRV_PIP,False,False,False,False,False,True,False,False,True,False,2
19,HRV_MFDFA_alpha2_Width,False,False,False,False,True,False,False,True,False,False,2
20,HRV_MFDFA_alpha2_Max,False,False,False,False,False,False,False,True,False,True,2
21,HRV_MFDFA_alpha1_Width,False,False,False,False,False,True,True,False,False,False,2
22,HRV_MFDFA_alpha1_Increment,False,False,False,False,False,False,True,False,True,False,2
23,HRV_Ca,False,True,False,False,False,False,False,False,False,True,2
24,HRV_C2a,False,False,False,False,False,False,True,False,True,False,2
25,HRV_VHF,False,False,False,False,True,False,False,False,False,False,1
26,HRV_Prc80NN,False,True,False,False,False,False,False,False,False,False,1
27,HRV_Prc20NN,False,False,False,False,False,True,False,False,False,False,1
28,HRV_PSS,False,False,False,False,False,False,True,False,False,False,1
29,HRV_PAS,False,False,False,False,False,False,False,False,False,True,1
30,HRV_MedianNN,False,False,False,False,False,False,False,False,True,False,1
31,HRV_MadNN,False,False,False,False,False,False,False,False,True,False,1
32,HRV_MFDFA_alpha2_Peak,False,False,False,False,False,False,False,True,False,False,1
33,HRV_MFDFA_alpha2_Mean,False,True,False,False,False,False,False,False,False,False,1
34,HRV_MFDFA_alpha2_Delta,False,False,False,False,False,False,False,True,False,False,1
35,HRV_MFDFA_alpha2_Asymmetry,False,False,False,False,False,False,False,False,False,True,1
36,HRV_MFDFA_alpha1_Max,False,False,False,False,False,True,False,False,False,False,1
37,HRV_MFDFA_alpha1_Asymmetry,False,False,False,False,False,True,False,False,False,False,1
38,HRV_HTI,False,False,False,False,False,False,False,False,False,True,1
39,HRV_HFD,False,False,False,False,False,False,False,False,False,True,1
40,HRV_HF,False,False,False,False,True,False,False,False,False,False,1
41,HRV_DFA_alpha1,False,True,False,False,False,False,False,False,False,False,1
42,HRV_CVNN,False,False,False,False,False,False,False,False,False,True,1
43,HRV_CSI,False,True,False,False,False,False,False,False,False,False,1
44,HRV_CMSEn,True,False,False,False,False,False,False,False,False,False,1
45,HRV_C2d,False,False,True,False,False,False,False,False,False,False,1
46,HRV_pNN50,False,False,False,False,False,False,False,False,False,False,0
47,HRV_pNN20,False,False,False,False,False,False,False,False,False,False,0
48,HRV_TINN,False,False,False,False,False,False,False,False,False,False,0
49,HRV_SampEn,False,False,False,False,False,False,False,False,False,False,0
50,HRV_SDSD,False,False,False,False,False,False,False,False,False,False,0
51,HRV_SDNNd,False,False,False,False,False,False,False,False,False,False,0
52,HRV_SDNNa,False,False,False,False,False,False,False,False,False,False,0
53,HRV_SDNN,False,False,False,False,False,False,False,False,False,False,0
54,HRV_SD2d,False,False,False,False,False,False,False,False,False,False,0
55,HRV_SD2a,False,False,False,False,False,False,False,False,False,False,0
56,HRV_SD2,False,False,False,False,False,False,False,False,False,False,0
57,HRV_SD1d,False,False,False,False,False,False,False,False,False,False,0
58,HRV_SD1a,False,False,False,False,False,False,False,False,False,False,0
59,HRV_SD1,False,False,False,False,False,False,False,False,False,False,0
60,HRV_RMSSD,False,False,False,False,False,False,False,False,False,False,0
61,HRV_PI,False,False,False,False,False,False,False,False,False,False,0
62,HRV_MinNN,False,False,False,False,False,False,False,False,False,False,0
63,HRV_MeanNN,False,False,False,False,False,False,False,False,False,False,0
64,HRV_MaxNN,False,False,False,False,False,False,False,False,False,False,0
65,HRV_MSEn,False,False,False,False,False,False,False,False,False,False,0
66,HRV_MFDFA_alpha1_Peak,False,False,False,False,False,False,False,False,False,False,0
67,HRV_MFDFA_alpha1_Mean,False,False,False,False,False,False,False,False,False,False,0
68,HRV_MFDFA_alpha1_Fluctuation,False,False,False,False,False,False,False,False,False,False,0
69,HRV_MCVNN,False,False,False,False,False,False,False,False,False,False,0
70,HRV_LnHF,False,False,False,False,False,False,False,False,False,False,0
71,HRV_LZC,False,False,False,False,False,False,False,False,False,False,0
72,HRV_LFn,False,False,False,False,False,False,False,False,False,False,0
73,HRV_LFHF,False,False,False,False,False,False,False,False,False,False,0
74,HRV_KFD,False,False,False,False,False,False,False,False,False,False,0
